Vendor,GRAPHTEC Corporation
Model,"GL840"
Version,"Ver1.23"
MaxChannel,20
GSStartCH,20
WLStartCH,20
WLUnit,OFF,OFF,OFF,OFF,OFF
MaxLogicChannel,0
Logic/Pulse,Off,Off,Off,Off,Off,Off,Off
TempUnit,C
Sampling interval,1s
Total Data Points,61083              
Trigger,0                  
Start time,2023-02-23,17:15:16
End time,2023-02-24,10:13:20
Trigger time,2023-02-23,17:15:17
AMP settings
CH,SignalName,Amp,Input,Range,Temperature Range,Filter,SpanUpper,SpanLower,Unit,Color,,,Line,Scaling settings,Input Upper,Input Lower,Output Upper,Output Lower,Unit
CH16," CH16",M,DC,1-5V,,Off,+5.000,+1.000, V,5,23,30,1
CH,Input,Slope,Filter,Span,,Unit,Color,,,Line
Data
Number,Date&Time,ms,CH16,Alarm1-10,Alarm11-20,AlarmOut
83,2023-02-23 17:16:39,0,+4.749,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
84,2023-02-23 17:16:40,0,+4.749,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
85,2023-02-23 17:16:41,0,+4.747,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
86,2023-02-23 17:16:42,0,+4.749,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
87,2023-02-23 17:16:43,0,+4.747,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
88,2023-02-23 17:16:44,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
89,2023-02-23 17:16:45,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
90,2023-02-23 17:16:46,0,+4.748,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
91,2023-02-23 17:16:47,0,+4.749,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
92,2023-02-23 17:16:48,0,+4.746,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
93,2023-02-23 17:16:49,0,+4.744,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
94,2023-02-23 17:16:50,0,+4.749,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
95,2023-02-23 17:16:51,0,+4.745,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
96,2023-02-23 17:16:52,0,+4.747,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
97,2023-02-23 17:16:53,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
98,2023-02-23 17:16:54,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
99,2023-02-23 17:16:55,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
100,2023-02-23 17:16:56,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
101,2023-02-23 17:16:57,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
102,2023-02-23 17:16:58,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
103,2023-02-23 17:16:59,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
104,2023-02-23 17:17:00,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
105,2023-02-23 17:17:01,0,+4.749,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
106,2023-02-23 17:17:02,0,+4.749,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
107,2023-02-23 17:17:03,0,+4.749,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
108,2023-02-23 17:17:04,0,+4.749,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
109,2023-02-23 17:17:05,0,+4.749,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
110,2023-02-23 17:17:06,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
111,2023-02-23 17:17:07,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
112,2023-02-23 17:17:08,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
113,2023-02-23 17:17:09,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
114,2023-02-23 17:17:10,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
115,2023-02-23 17:17:11,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
116,2023-02-23 17:17:12,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
117,2023-02-23 17:17:13,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
118,2023-02-23 17:17:14,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
119,2023-02-23 17:17:15,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
120,2023-02-23 17:17:16,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
121,2023-02-23 17:17:17,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
122,2023-02-23 17:17:18,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
123,2023-02-23 17:17:19,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
124,2023-02-23 17:17:20,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
125,2023-02-23 17:17:21,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
126,2023-02-23 17:17:22,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
127,2023-02-23 17:17:23,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
128,2023-02-23 17:17:24,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
129,2023-02-23 17:17:25,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
130,2023-02-23 17:17:26,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
131,2023-02-23 17:17:27,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
132,2023-02-23 17:17:28,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
133,2023-02-23 17:17:29,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
134,2023-02-23 17:17:30,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
135,2023-02-23 17:17:31,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
136,2023-02-23 17:17:32,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
137,2023-02-23 17:17:33,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
138,2023-02-23 17:17:34,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
139,2023-02-23 17:17:35,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
140,2023-02-23 17:17:36,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
141,2023-02-23 17:17:37,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
142,2023-02-23 17:17:38,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
143,2023-02-23 17:17:39,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
144,2023-02-23 17:17:40,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
145,2023-02-23 17:17:41,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
146,2023-02-23 17:17:42,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
147,2023-02-23 17:17:43,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
148,2023-02-23 17:17:44,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
149,2023-02-23 17:17:45,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
150,2023-02-23 17:17:46,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
151,2023-02-23 17:17:47,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
152,2023-02-23 17:17:48,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
153,2023-02-23 17:17:49,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
154,2023-02-23 17:17:50,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
155,2023-02-23 17:17:51,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
156,2023-02-23 17:17:52,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
157,2023-02-23 17:17:53,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
158,2023-02-23 17:17:54,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
159,2023-02-23 17:17:55,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
160,2023-02-23 17:17:56,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
161,2023-02-23 17:17:57,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
162,2023-02-23 17:17:58,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
163,2023-02-23 17:17:59,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
164,2023-02-23 17:18:00,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
165,2023-02-23 17:18:01,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
166,2023-02-23 17:18:02,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
167,2023-02-23 17:18:03,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
168,2023-02-23 17:18:04,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
169,2023-02-23 17:18:05,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
170,2023-02-23 17:18:06,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
171,2023-02-23 17:18:07,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
172,2023-02-23 17:18:08,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
173,2023-02-23 17:18:09,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
174,2023-02-23 17:18:10,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
175,2023-02-23 17:18:11,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
176,2023-02-23 17:18:12,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
177,2023-02-23 17:18:13,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
178,2023-02-23 17:18:14,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
179,2023-02-23 17:18:15,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
180,2023-02-23 17:18:16,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
181,2023-02-23 17:18:17,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
182,2023-02-23 17:18:18,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
183,2023-02-23 17:18:19,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
184,2023-02-23 17:18:20,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
185,2023-02-23 17:18:21,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
186,2023-02-23 17:18:22,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
187,2023-02-23 17:18:23,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
188,2023-02-23 17:18:24,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
189,2023-02-23 17:18:25,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
190,2023-02-23 17:18:26,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
191,2023-02-23 17:18:27,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
192,2023-02-23 17:18:28,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
193,2023-02-23 17:18:29,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
194,2023-02-23 17:18:30,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
195,2023-02-23 17:18:31,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
196,2023-02-23 17:18:32,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
197,2023-02-23 17:18:33,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
198,2023-02-23 17:18:34,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
199,2023-02-23 17:18:35,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
200,2023-02-23 17:18:36,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
201,2023-02-23 17:18:37,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
202,2023-02-23 17:18:38,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
203,2023-02-23 17:18:39,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
204,2023-02-23 17:18:40,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
205,2023-02-23 17:18:41,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
206,2023-02-23 17:18:42,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
207,2023-02-23 17:18:43,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
208,2023-02-23 17:18:44,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
209,2023-02-23 17:18:45,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
210,2023-02-23 17:18:46,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
211,2023-02-23 17:18:47,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
212,2023-02-23 17:18:48,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
213,2023-02-23 17:18:49,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
214,2023-02-23 17:18:50,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
215,2023-02-23 17:18:51,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
216,2023-02-23 17:18:52,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
217,2023-02-23 17:18:53,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
218,2023-02-23 17:18:54,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
219,2023-02-23 17:18:55,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
220,2023-02-23 17:18:56,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
221,2023-02-23 17:18:57,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
222,2023-02-23 17:18:58,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
223,2023-02-23 17:18:59,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
224,2023-02-23 17:19:00,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
225,2023-02-23 17:19:01,0,+4.747,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
226,2023-02-23 17:19:02,0,+4.744,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
227,2023-02-23 17:19:03,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
228,2023-02-23 17:19:04,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
229,2023-02-23 17:19:05,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
230,2023-02-23 17:19:06,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
231,2023-02-23 17:19:07,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
232,2023-02-23 17:19:08,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
233,2023-02-23 17:19:09,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
234,2023-02-23 17:19:10,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
235,2023-02-23 17:19:11,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
236,2023-02-23 17:19:12,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
237,2023-02-23 17:19:13,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
238,2023-02-23 17:19:14,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
239,2023-02-23 17:19:15,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
240,2023-02-23 17:19:16,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
241,2023-02-23 17:19:17,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
242,2023-02-23 17:19:18,0,+4.743,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
