Vendor,GRAPHTEC Corporation
Model,"GL840"
Version,"Ver1.23"
MaxChannel,20
GSStartCH,20
WLStartCH,20
WLUnit,OFF,OFF,OFF,OFF,OFF
MaxLogicChannel,0
Logic/Pulse,Off,Off,Off,Off,Off,Off,Off
TempUnit,C
Sampling interval,1s
Total Data Points,16672              
Trigger,0                  
Start time,2023-02-23,12:36:30
End time,2023-02-23,17:14:24
Trigger time,2023-02-23,12:36:32
AMP settings
CH,SignalName,Amp,Input,Range,Temperature Range,Filter,SpanUpper,SpanLower,Unit,Color,,,Line,Scaling settings,Input Upper,Input Lower,Output Upper,Output Lower,Unit
CH16," CH16",M,DC,1-5V,,Off,+5.000,+1.000, V,5,23,30,1
CH,Input,Slope,Filter,Span,,Unit,Color,,,Line
Data
Number,Date&Time,ms,CH16,Alarm1-10,Alarm11-20,AlarmOut
NO.,Time,ms," V","A1234567890","A1234567890","AO1234/WLAO12345"
1,2023-02-23 12:36:32,0,+4.013,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
2,2023-02-23 12:36:33,0,+4.013,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
3,2023-02-23 12:36:34,0,+4.013,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
4,2023-02-23 12:36:35,0,+4.013,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
5,2023-02-23 12:36:36,0,+4.013,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
6,2023-02-23 12:36:37,0,+4.013,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
7,2023-02-23 12:36:38,0,+4.013,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
8,2023-02-23 12:36:39,0,+4.015,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
9,2023-02-23 12:36:40,0,+4.013,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
10,2023-02-23 12:36:41,0,+4.013,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
11,2023-02-23 12:36:42,0,+4.013,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
12,2023-02-23 12:36:43,0,+4.013,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
13,2023-02-23 12:36:44,0,+4.013,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
14,2023-02-23 12:36:45,0,+4.013,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
15,2023-02-23 12:36:46,0,+4.013,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
16,2023-02-23 12:36:47,0,+4.013,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
17,2023-02-23 12:36:48,0,+4.013,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
18,2023-02-23 12:36:49,0,+4.013,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
19,2023-02-23 12:36:50,0,+4.013,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
20,2023-02-23 12:36:51,0,+4.013,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
21,2023-02-23 12:36:52,0,+4.014,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
22,2023-02-23 12:36:53,0,+4.016,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
23,2023-02-23 12:36:54,0,+4.016,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
24,2023-02-23 12:36:55,0,+4.017,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
25,2023-02-23 12:36:56,0,+4.015,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
26,2023-02-23 12:36:57,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
27,2023-02-23 12:36:58,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
28,2023-02-23 12:36:59,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
29,2023-02-23 12:37:00,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
30,2023-02-23 12:37:01,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
31,2023-02-23 12:37:02,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
32,2023-02-23 12:37:03,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
33,2023-02-23 12:37:04,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
34,2023-02-23 12:37:05,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
35,2023-02-23 12:37:06,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
36,2023-02-23 12:37:07,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
37,2023-02-23 12:37:08,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
38,2023-02-23 12:37:09,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
39,2023-02-23 12:37:10,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
40,2023-02-23 12:37:11,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
41,2023-02-23 12:37:12,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
42,2023-02-23 12:37:13,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
43,2023-02-23 12:37:14,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
44,2023-02-23 12:37:15,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
45,2023-02-23 12:37:16,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
46,2023-02-23 12:37:17,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
47,2023-02-23 12:37:18,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
48,2023-02-23 12:37:19,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
49,2023-02-23 12:37:20,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
50,2023-02-23 12:37:21,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
51,2023-02-23 12:37:22,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
52,2023-02-23 12:37:23,0,+4.014,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
53,2023-02-23 12:37:24,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
54,2023-02-23 12:37:25,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
55,2023-02-23 12:37:26,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
56,2023-02-23 12:37:27,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
57,2023-02-23 12:37:28,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
58,2023-02-23 12:37:29,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
59,2023-02-23 12:37:30,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
60,2023-02-23 12:37:31,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
61,2023-02-23 12:37:32,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
62,2023-02-23 12:37:33,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
63,2023-02-23 12:37:34,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
64,2023-02-23 12:37:35,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
65,2023-02-23 12:37:36,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
66,2023-02-23 12:37:37,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
67,2023-02-23 12:37:38,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
68,2023-02-23 12:37:39,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
69,2023-02-23 12:37:40,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
70,2023-02-23 12:37:41,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
71,2023-02-23 12:37:42,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
72,2023-02-23 12:37:43,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
73,2023-02-23 12:37:44,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
74,2023-02-23 12:37:45,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
75,2023-02-23 12:37:46,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
76,2023-02-23 12:37:47,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
77,2023-02-23 12:37:48,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
78,2023-02-23 12:37:49,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
79,2023-02-23 12:37:50,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
80,2023-02-23 12:37:51,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
81,2023-02-23 12:37:52,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
82,2023-02-23 12:37:53,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
83,2023-02-23 12:37:54,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
84,2023-02-23 12:37:55,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
85,2023-02-23 12:37:56,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
86,2023-02-23 12:37:57,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
87,2023-02-23 12:37:58,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
88,2023-02-23 12:37:59,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
89,2023-02-23 12:38:00,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
90,2023-02-23 12:38:01,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
91,2023-02-23 12:38:02,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
92,2023-02-23 12:38:03,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
93,2023-02-23 12:38:04,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
94,2023-02-23 12:38:05,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
95,2023-02-23 12:38:06,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
96,2023-02-23 12:38:07,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
97,2023-02-23 12:38:08,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
98,2023-02-23 12:38:09,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
99,2023-02-23 12:38:10,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
100,2023-02-23 12:38:11,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
101,2023-02-23 12:38:12,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
102,2023-02-23 12:38:13,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
103,2023-02-23 12:38:14,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
104,2023-02-23 12:38:15,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
105,2023-02-23 12:38:16,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
106,2023-02-23 12:38:17,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
107,2023-02-23 12:38:18,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
108,2023-02-23 12:38:19,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
109,2023-02-23 12:38:20,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
110,2023-02-23 12:38:21,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
111,2023-02-23 12:38:22,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
112,2023-02-23 12:38:23,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
113,2023-02-23 12:38:24,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
114,2023-02-23 12:38:25,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
115,2023-02-23 12:38:26,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
116,2023-02-23 12:38:27,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
117,2023-02-23 12:38:28,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
118,2023-02-23 12:38:29,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
119,2023-02-23 12:38:30,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
120,2023-02-23 12:38:31,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
121,2023-02-23 12:38:32,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
122,2023-02-23 12:38:33,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
123,2023-02-23 12:38:34,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
124,2023-02-23 12:38:35,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
125,2023-02-23 12:38:36,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
126,2023-02-23 12:38:37,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
127,2023-02-23 12:38:38,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
128,2023-02-23 12:38:39,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
129,2023-02-23 12:38:40,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
130,2023-02-23 12:38:41,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
131,2023-02-23 12:38:42,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
132,2023-02-23 12:38:43,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
133,2023-02-23 12:38:44,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
134,2023-02-23 12:38:45,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
135,2023-02-23 12:38:46,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
136,2023-02-23 12:38:47,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
137,2023-02-23 12:38:48,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
138,2023-02-23 12:38:49,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
139,2023-02-23 12:38:50,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
140,2023-02-23 12:38:51,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
141,2023-02-23 12:38:52,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
142,2023-02-23 12:38:53,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
143,2023-02-23 12:38:54,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
144,2023-02-23 12:38:55,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
145,2023-02-23 12:38:56,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
146,2023-02-23 12:38:57,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
147,2023-02-23 12:38:58,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
148,2023-02-23 12:38:59,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
149,2023-02-23 12:39:00,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
150,2023-02-23 12:39:01,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
151,2023-02-23 12:39:02,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
152,2023-02-23 12:39:03,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
153,2023-02-23 12:39:04,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
154,2023-02-23 12:39:05,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
155,2023-02-23 12:39:06,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
156,2023-02-23 12:39:07,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
157,2023-02-23 12:39:08,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
158,2023-02-23 12:39:09,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
159,2023-02-23 12:39:10,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
160,2023-02-23 12:39:11,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
161,2023-02-23 12:39:12,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
162,2023-02-23 12:39:13,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
163,2023-02-23 12:39:14,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
164,2023-02-23 12:39:15,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
165,2023-02-23 12:39:16,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
166,2023-02-23 12:39:17,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
167,2023-02-23 12:39:18,0,+4.019,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
168,2023-02-23 12:39:19,0,+4.025,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
169,2023-02-23 12:39:20,0,+4.025,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
170,2023-02-23 12:39:21,0,+4.025,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
171,2023-02-23 12:39:22,0,+4.025,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
172,2023-02-23 12:39:23,0,+4.025,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
173,2023-02-23 12:39:24,0,+4.025,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
174,2023-02-23 12:39:25,0,+4.025,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
175,2023-02-23 12:39:26,0,+4.025,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
176,2023-02-23 12:39:27,0,+4.025,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
177,2023-02-23 12:39:28,0,+4.025,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
178,2023-02-23 12:39:29,0,+4.025,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
179,2023-02-23 12:39:30,0,+4.025,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
180,2023-02-23 12:39:31,0,+4.025,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
181,2023-02-23 12:39:32,0,+4.025,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
182,2023-02-23 12:39:33,0,+4.025,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
183,2023-02-23 12:39:34,0,+4.025,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
184,2023-02-23 12:39:35,0,+4.025,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
185,2023-02-23 12:39:36,0,+4.025,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
186,2023-02-23 12:39:37,0,+4.025,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
187,2023-02-23 12:39:38,0,+4.025,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
188,2023-02-23 12:39:39,0,+4.025,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
189,2023-02-23 12:39:40,0,+4.025,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
190,2023-02-23 12:39:41,0,+4.025,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
191,2023-02-23 12:39:42,0,+4.025,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
192,2023-02-23 12:39:43,0,+4.025,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
193,2023-02-23 12:39:44,0,+4.025,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
194,2023-02-23 12:39:45,0,+4.026,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
195,2023-02-23 12:39:46,0,+4.025,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
196,2023-02-23 12:39:47,0,+4.025,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
197,2023-02-23 12:39:48,0,+4.025,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
198,2023-02-23 12:39:49,0,+4.025,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
199,2023-02-23 12:39:50,0,+4.025,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
200,2023-02-23 12:39:51,0,+4.025,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
201,2023-02-23 12:39:52,0,+4.025,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
202,2023-02-23 12:39:53,0,+4.025,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
203,2023-02-23 12:39:54,0,+4.025,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
204,2023-02-23 12:39:55,0,+4.025,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
205,2023-02-23 12:39:56,0,+4.025,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
206,2023-02-23 12:39:57,0,+4.025,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
207,2023-02-23 12:39:58,0,+4.025,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
208,2023-02-23 12:39:59,0,+4.025,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
209,2023-02-23 12:40:00,0,+4.025,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
210,2023-02-23 12:40:01,0,+4.025,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
211,2023-02-23 12:40:02,0,+4.025,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
212,2023-02-23 12:40:03,0,+4.026,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
213,2023-02-23 12:40:04,0,+4.025,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
214,2023-02-23 12:40:05,0,+4.025,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
215,2023-02-23 12:40:06,0,+4.025,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
216,2023-02-23 12:40:07,0,+4.025,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
217,2023-02-23 12:40:08,0,+4.025,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
218,2023-02-23 12:40:09,0,+4.025,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
219,2023-02-23 12:40:10,0,+4.025,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
220,2023-02-23 12:40:11,0,+4.025,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
221,2023-02-23 12:40:12,0,+4.025,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
222,2023-02-23 12:40:13,0,+4.025,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
223,2023-02-23 12:40:14,0,+4.025,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
224,2023-02-23 12:40:15,0,+4.025,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
225,2023-02-23 12:40:16,0,+4.025,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
226,2023-02-23 12:40:17,0,+4.025,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
227,2023-02-23 12:40:18,0,+4.025,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
228,2023-02-23 12:40:19,0,+4.025,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
229,2023-02-23 12:40:20,0,+4.025,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
230,2023-02-23 12:40:21,0,+4.025,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
231,2023-02-23 12:40:22,0,+4.025,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
232,2023-02-23 12:40:23,0,+4.025,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
233,2023-02-23 12:40:24,0,+4.025,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
234,2023-02-23 12:40:25,0,+4.025,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
235,2023-02-23 12:40:26,0,+4.025,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
236,2023-02-23 12:40:27,0,+4.026,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
237,2023-02-23 12:40:28,0,+4.025,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
238,2023-02-23 12:40:29,0,+4.026,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
239,2023-02-23 12:40:30,0,+4.026,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
240,2023-02-23 12:40:31,0,+4.025,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
241,2023-02-23 12:40:32,0,+4.026,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
242,2023-02-23 12:40:33,0,+4.025,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
243,2023-02-23 12:40:34,0,+4.025,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
244,2023-02-23 12:40:35,0,+4.025,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
245,2023-02-23 12:40:36,0,+4.025,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
246,2023-02-23 12:40:37,0,+4.025,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
247,2023-02-23 12:40:38,0,+4.025,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
248,2023-02-23 12:40:39,0,+4.025,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
249,2023-02-23 12:40:40,0,+4.025,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
250,2023-02-23 12:40:41,0,+4.025,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLL
