0	10	80	160	240	300
1	2388	2456	2473	2468	2400
2	2884	2505	2510	2447	2380
3	2285	2444	2536	2462	2445
4	2321	2516	2566	2447	2418
5	2205	2298	2470	2397	2308
6	2376	2447	2558	2495	2509
7	2358	2437	2473	2466	2341
8	2357	2396	2443	2419	2452
9	2307	2510	2555	2469	2431
10	2293	2377	2478	2444	2394
11	2382	2477	2545	2485	2454
12	2389	2444	2461	2463	2339
