"< Measurement Data Text Output >"
""
"Date/Time"	"@date()"	"ch.1"	"ch.2"	"ch.3"	"ch.4"	"ch.5"	"ch.6"	"ch.7"	"ch.8"
""	""	"°C"	"%RH"	"hPa"	""	""	""	""	""
"02/14/2023 11:20'02"	"44971.4722453704"	"  25.3000"	"  19.0000"	"  1006.8000"	""	""	""	""	""	
"02/14/2023 11:20'12"	"44971.4723611111"	"  25.3000"	"  19.0000"	"  1006.8000"	""	""	""	""	""	
"02/14/2023 11:20'22"	"44971.4724768519"	"  25.3000"	"  19.0000"	"  1006.8000"	""	""	""	""	""	
"02/14/2023 11:20'32"	"44971.4725925926"	"  25.3000"	"  19.0000"	"  1006.9000"	""	""	""	""	""	
"02/14/2023 11:20'42"	"44971.4727083333"	"  25.3000"	"  19.0000"	"  1006.8000"	""	""	""	""	""	
"02/14/2023 11:20'52"	"44971.4728240741"	"  25.3000"	"  18.0000"	"  1006.8000"	""	""	""	""	""	
"02/14/2023 11:21'02"	"44971.4729398148"	"  25.3000"	"  18.0000"	"  1006.8000"	""	""	""	""	""	
"02/14/2023 11:21'12"	"44971.4730555556"	"  25.3000"	"  18.0000"	"  1006.8000"	""	""	""	""	""	
"02/14/2023 11:21'22"	"44971.4731712963"	"  25.3000"	"  18.0000"	"  1006.8000"	""	""	""	""	""	
"02/14/2023 11:21'32"	"44971.4732870370"	"  25.3000"	"  18.0000"	"  1006.8000"	""	""	""	""	""	
"02/14/2023 11:21'42"	"44971.4734027778"	"  25.3000"	"  18.0000"	"  1006.8000"	""	""	""	""	""	
"02/14/2023 11:21'52"	"44971.4735185185"	"  25.3000"	"  18.0000"	"  1006.9000"	""	""	""	""	""	
"02/14/2023 11:22'02"	"44971.4736342593"	"  25.3000"	"  18.0000"	"  1006.9000"	""	""	""	""	""	
"02/14/2023 11:22'12"	"44971.4737500000"	"  25.3000"	"  16.0000"	"  1006.9000"	""	""	""	""	""	
"02/14/2023 11:22'22"	"44971.4738657407"	"  25.3000"	"  16.0000"	"  1006.9000"	""	""	""	""	""	
"02/14/2023 11:22'32"	"44971.4739814815"	"  25.3000"	"  18.0000"	"  1006.9000"	""	""	""	""	""	
"02/14/2023 11:22'42"	"44971.4740972222"	"  25.3000"	"  16.0000"	"  1006.9000"	""	""	""	""	""	
"02/14/2023 11:22'52"	"44971.4742129630"	"  25.3000"	"  18.0000"	"  1006.9000"	""	""	""	""	""	
"02/14/2023 11:23'02"	"44971.4743287037"	"  25.3000"	"  18.0000"	"  1006.9000"	""	""	""	""	""	
"02/14/2023 11:23'12"	"44971.4744444444"	"  25.3000"	"  16.0000"	"  1006.9000"	""	""	""	""	""	
"02/14/2023 11:23'22"	"44971.4745601852"	"  25.3000"	"  18.0000"	"  1006.9000"	""	""	""	""	""	
"02/14/2023 11:23'32"	"44971.4746759259"	"  25.3000"	"  18.0000"	"  1006.9000"	""	""	""	""	""	
"02/14/2023 11:23'42"	"44971.4747916667"	"  25.3000"	"  18.0000"	"  1006.8000"	""	""	""	""	""	
"02/14/2023 11:23'52"	"44971.4749074074"	"  25.3000"	"  18.0000"	"  1006.8000"	""	""	""	""	""	
"02/14/2023 11:24'02"	"44971.4750231481"	"  25.3000"	"  18.0000"	"  1006.8000"	""	""	""	""	""	
"02/14/2023 11:24'12"	"44971.4751388889"	"  25.3000"	"  18.0000"	"  1006.8000"	""	""	""	""	""	
"02/14/2023 11:24'22"	"44971.4752546296"	"  25.3000"	"  18.0000"	"  1006.8000"	""	""	""	""	""	
"02/14/2023 11:24'32"	"44971.4753703704"	"  25.3000"	"  16.0000"	"  1006.8000"	""	""	""	""	""	
"02/14/2023 11:24'42"	"44971.4754861111"	"  25.3000"	"  16.0000"	"  1006.8000"	""	""	""	""	""	
"02/14/2023 11:24'52"	"44971.4756018519"	"  25.3000"	"  16.0000"	"  1006.8000"	""	""	""	""	""	
"02/14/2023 11:25'02"	"44971.4757175926"	"  25.3000"	"  16.0000"	"  1006.9000"	""	""	""	""	""	
"02/14/2023 11:25'12"	"44971.4758333333"	"  25.3000"	"  16.0000"	"  1006.9000"	""	""	""	""	""	
"02/14/2023 11:25'22"	"44971.4759490741"	"  25.3000"	"  16.0000"	"  1006.9000"	""	""	""	""	""	
"02/14/2023 11:25'32"	"44971.4760648148"	"  25.3000"	"  16.0000"	"  1006.8000"	""	""	""	""	""	
"02/14/2023 11:25'42"	"44971.4761805556"	"  25.3000"	"  16.0000"	"  1006.8000"	""	""	""	""	""	
"02/14/2023 11:25'52"	"44971.4762962963"	"  25.3000"	"  16.0000"	"  1006.8000"	""	""	""	""	""	
"02/14/2023 11:26'02"	"44971.4764120370"	"  25.3000"	"  16.0000"	"  1006.8000"	""	""	""	""	""	
"02/14/2023 11:26'12"	"44971.4765277778"	"  25.3000"	"  16.0000"	"  1006.8000"	""	""	""	""	""	
"02/14/2023 11:26'22"	"44971.4766435185"	"  25.3000"	"  16.0000"	"  1006.8000"	""	""	""	""	""	
"02/14/2023 11:26'32"	"44971.4767592593"	"  25.3000"	"  16.0000"	"  1006.8000"	""	""	""	""	""	
"02/14/2023 11:26'42"	"44971.4768750000"	"  25.3000"	"  16.0000"	"  1006.8000"	""	""	""	""	""	
"02/14/2023 11:26'52"	"44971.4769907407"	"  25.2000"	"  17.0000"	"  1006.8000"	""	""	""	""	""	
"02/14/2023 11:27'02"	"44971.4771064815"	"  25.2000"	"  17.0000"	"  1006.8000"	""	""	""	""	""	
"02/14/2023 11:27'12"	"44971.4772222222"	"  25.2000"	"  17.0000"	"  1006.8000"	""	""	""	""	""	
"02/14/2023 11:27'22"	"44971.4773379630"	""	""	""	""	""	""	""	""	
